                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     93,                0.61206,                0.56393,                0.82218,                0.96312,                      1,                  0.995,                 0.7387,                 1.0671,                0.82616,                 0.9496,              0.0016357,              0.0016357,              0.0016357
                     94,                0.68188,                0.65149,                0.87574,                0.96312,                      1,                  0.995,                 0.7387,                 1.0671,                0.82616,                 0.9496,              0.0016317,              0.0016317,              0.0016317
                     95,                0.69552,                0.59365,                0.87727,                0.98087,                      1,                  0.995,                  0.761,                0.92359,                0.70279,                 0.9474,              0.0016278,              0.0016278,              0.0016278
                     96,                0.75712,                0.63127,                0.80913,                0.99018,                      1,                  0.995,                0.76102,                0.96416,                  0.612,                0.94882,              0.0016238,              0.0016238,              0.0016238
                     97,                0.76788,                  0.612,                0.83859,                0.99018,                      1,                  0.995,                0.76102,                0.96416,                  0.612,                0.94882,              0.0016198,              0.0016198,              0.0016198
                     98,                0.70437,                0.59998,                0.81169,                0.98837,                      1,                  0.995,                0.73082,                0.99211,                0.64494,                0.94621,              0.0016159,              0.0016159,              0.0016159
                     99,                0.71724,                0.61403,                0.88813,                      1,                0.98752,                  0.995,                0.70657,                 1.0241,                0.79815,                0.96316,              0.0016119,              0.0016119,              0.0016119
                    100,                 0.7922,                0.62806,                0.84617,                      1,                0.98752,                  0.995,                0.70657,                 1.0241,                0.79815,                0.96316,               0.001608,               0.001608,               0.001608
                    101,                0.70426,                0.59574,                0.82111,                      1,                0.98521,                  0.995,                0.74884,                 1.0035,                0.78351,                0.96739,               0.001604,               0.001604,               0.001604
                    102,                 0.7224,                0.68891,                0.82597,                 0.9925,                      1,                  0.995,                0.76593,                  1.002,                0.68285,                0.97959,                 0.0016,                 0.0016,                 0.0016
                    103,                0.71441,                0.62066,                0.86108,                 0.9925,                      1,                  0.995,                0.76593,                  1.002,                0.68285,                0.97959,              0.0015961,              0.0015961,              0.0015961
                    104,                0.69831,                0.58295,                  0.845,                 0.9909,                      1,                  0.995,                0.71946,                 1.0299,                0.69668,                0.98789,              0.0015921,              0.0015921,              0.0015921
                    105,                0.70557,                0.61013,                0.84764,                0.99015,                      1,                  0.995,                0.65698,                 1.1968,                0.73334,                0.98977,              0.0015882,              0.0015882,              0.0015882
                    106,                0.72276,                0.65953,                0.84235,                0.99015,                      1,                  0.995,                0.65698,                 1.1968,                0.73334,                0.98977,              0.0015842,              0.0015842,              0.0015842
                    107,                0.74367,                0.56615,                0.83263,                0.99159,                      1,                  0.995,                0.63341,                 1.2348,                0.76058,                0.99232,              0.0015802,              0.0015802,              0.0015802
                    108,                0.72035,                0.56618,                0.85134,                0.99304,                      1,                  0.995,                0.71083,                 1.1765,                0.70787,                0.98907,              0.0015763,              0.0015763,              0.0015763
                    109,                0.59924,                0.55902,                0.79159,                0.99304,                      1,                  0.995,                0.71083,                 1.1765,                0.70787,                0.98907,              0.0015723,              0.0015723,              0.0015723
                    110,                 0.6187,                0.49755,                0.83101,                0.99236,                      1,                  0.995,                0.73655,                0.96101,                 0.6519,                0.96741,              0.0015684,              0.0015684,              0.0015684
                    111,                0.63703,                0.56103,                0.84766,                0.99381,                      1,                  0.995,                0.71616,                0.93336,                0.71559,                0.97892,              0.0015644,              0.0015644,              0.0015644
                    112,                0.64374,                0.54815,                0.83642,                0.99381,                      1,                  0.995,                0.71616,                0.93336,                0.71559,                0.97892,              0.0015604,              0.0015604,              0.0015604
                    113,                0.66593,                0.59256,                0.90514,                0.99858,                      1,                  0.995,                0.76976,                0.93989,                0.77919,                0.97288,              0.0015565,              0.0015565,              0.0015565
                    114,                0.65311,                0.52475,                0.81628,                      1,                0.99405,                  0.995,                0.76502,                 1.0215,                0.85748,                0.96132,              0.0015525,              0.0015525,              0.0015525
                    115,                0.73012,                0.66897,                0.84163,                      1,                0.99405,                  0.995,                0.76502,                 1.0215,                0.85748,                0.96132,              0.0015486,              0.0015486,              0.0015486
                    116,                0.73198,                0.56713,                0.80834,                0.99373,                      1,                  0.995,                0.72122,                 1.0656,                0.76059,                0.95639,              0.0015446,              0.0015446,              0.0015446
                    117,                0.83516,                0.60161,                0.94247,                0.99143,                      1,                  0.995,                0.76334,                 1.0239,                0.67307,                0.95261,              0.0015406,              0.0015406,              0.0015406
                    118,                 0.6462,                0.51233,                0.82902,                0.99143,                      1,                  0.995,                0.76334,                 1.0239,                0.67307,                0.95261,              0.0015367,              0.0015367,              0.0015367
                    119,                0.62453,                0.52399,                 0.8543,                 0.9909,                      1,                  0.995,                  0.759,                 0.9931,                0.65364,                0.96594,              0.0015327,              0.0015327,              0.0015327
                    120,                0.80302,                0.56365,                0.86641,                0.98954,                      1,                  0.995,                0.77218,                 1.0037,                0.70653,                0.96884,              0.0015288,              0.0015288,              0.0015288
                    121,                0.59877,                0.57152,                0.79566,                0.98954,                      1,                  0.995,                0.77218,                 1.0037,                0.70653,                0.96884,              0.0015248,              0.0015248,              0.0015248
                    122,                0.63748,                0.60713,                  0.817,                0.99151,                      1,                  0.995,                0.75647,                0.99938,                0.66325,                 0.9642,              0.0015208,              0.0015208,              0.0015208
                    123,                0.58035,                0.48864,                0.77969,                0.99206,                      1,                  0.995,                0.73016,                 1.1246,                0.66631,                 0.9994,              0.0015169,              0.0015169,              0.0015169
                    124,                0.70397,                0.51376,                0.84733,                0.99206,                      1,                  0.995,                0.73016,                 1.1246,                0.66631,                 0.9994,              0.0015129,              0.0015129,              0.0015129
                    125,                0.89696,                0.72419,                0.90673,                0.99345,                      1,                  0.995,                0.66724,                 1.1869,                0.72614,                 1.0036,               0.001509,               0.001509,               0.001509
